run_label,run_id,synthetic_respondent_id,persona_id,source_profile_id,source_baseline_id,survey_stratum,survey_text,group_code,purpose_code,purpose_text,first_class,first_class_text,ticket_code,ticket_text,who_code,who_text,luggage_code,luggage_text,age_code,age_text,male,sex_text,income_code,income_text,ga,ga_text,origin_code,origin_text,dest_code,dest_text,car_av,car_av_text,template_id,generated_at_utc,anchor_train_time,anchor_train_cost,anchor_sm_time,anchor_sm_cost,anchor_car_time,anchor_car_cost
ai_run_03,3,166,SMAI03_0166,787,641,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,2,destination zone code 2,1,car is available for this trip,S1_TPL008,2026-03-28T20:43:11.623003+00:00,100,52,63,94,70,45
ai_run_03,3,167,SMAI03_0167,548,655,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,0,no luggage,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL137,2026-03-28T20:43:11.625566+00:00,177,12,69,15,170,105
ai_run_03,3,168,SMAI03_0168,499,870,1,survey stratum 1,3,1,purpose code 1,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL116,2026-03-28T20:43:11.627609+00:00,202,169,147,191,160,110
ai_run_03,3,169,SMAI03_0169,925,641,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,20,origin zone code 20,10,destination zone code 10,1,car is available for this trip,S1_TPL017,2026-03-28T20:43:11.628118+00:00,100,52,63,94,70,45
ai_run_03,3,170,SMAI03_0170,604,901,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,1,payer code 1,0,no luggage,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,17,origin zone code 17,2,destination zone code 2,1,car is available for this trip,S1_TPL034,2026-03-28T20:43:11.630140+00:00,193,189,85,225,180,135
ai_run_03,3,171,SMAI03_0171,934,657,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,3,payer code 3,1,luggage code 1,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL003,2026-03-28T20:43:11.630655+00:00,108,68,53,81,120,70
ai_run_03,3,172,SMAI03_0172,16,53,0,survey stratum 0,2,1,purpose code 1,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,1,destination zone code 1,1,car is available for this trip,S0_TPL139,2026-03-28T20:43:11.633172+00:00,138,2600,83,3380,80,160
ai_run_03,3,173,SMAI03_0173,381,364,0,survey stratum 0,2,3,purpose code 3,1,first class,6,ticket category code 6,2,payer code 2,3,luggage code 3,2,age code 2,1,male,1,income code 1,1,has a GA travelcard,2,origin zone code 2,20,destination zone code 20,0,car is not available for this trip,S0_TPL167,2026-03-28T20:43:11.637172+00:00,115,0,39,0,0,0
ai_run_03,3,174,SMAI03_0174,353,235,0,survey stratum 0,2,3,purpose code 3,1,first class,1,ticket category code 1,1,payer code 1,1,luggage code 1,3,age code 3,0,female,4,income code 4,0,does not have a GA travelcard,23,origin zone code 23,1,destination zone code 1,1,car is available for this trip,S0_TPL018,2026-03-28T20:43:11.637172+00:00,254,56,180,72,170,100
ai_run_03,3,175,SMAI03_0175,568,507,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL003,2026-03-28T20:43:11.638679+00:00,124,111,113,130,90,60
ai_run_03,3,176,SMAI03_0176,224,97,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,0,no luggage,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,10,origin zone code 10,25,destination zone code 25,1,car is available for this trip,S0_TPL020,2026-03-28T20:43:11.639691+00:00,132,4200,77,5460,90,65
ai_run_03,3,177,SMAI03_0177,57,57,0,survey stratum 0,2,1,purpose code 1,0,second class,8,ticket category code 8,2,payer code 2,0,no luggage,3,age code 3,0,female,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S0_TPL187,2026-03-28T20:43:11.642690+00:00,216,50,108,65,160,105
ai_run_03,3,178,SMAI03_0178,101,344,0,survey stratum 0,2,1,purpose code 1,1,first class,6,ticket category code 6,3,payer code 3,1,luggage code 1,4,age code 4,1,male,4,income code 4,1,has a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S0_TPL002,2026-03-28T20:43:11.643694+00:00,151,0,98,0,60,35
ai_run_03,3,179,SMAI03_0179,732,900,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL005,2026-03-28T20:43:11.644695+00:00,217,162,172,184,140,90
ai_run_03,3,180,SMAI03_0180,825,810,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL051,2026-03-28T20:43:11.646691+00:00,136,60,81,74,100,70
ai_run_03,3,181,SMAI03_0181,25,20,0,survey stratum 0,2,1,purpose code 1,0,second class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S0_TPL137,2026-03-28T20:43:11.649810+00:00,151,26,99,31,110,30
ai_run_03,3,182,SMAI03_0182,308,279,0,survey stratum 0,2,3,purpose code 3,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,2,age code 2,1,male,1,income code 1,1,has a GA travelcard,2,origin zone code 2,25,destination zone code 25,0,car is not available for this trip,S0_TPL144,2026-03-28T20:43:11.651809+00:00,208,0,79,0,0,0
ai_run_03,3,183,SMAI03_0183,725,805,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,2,destination zone code 2,1,car is available for this trip,S1_TPL010,2026-03-28T20:43:11.652809+00:00,182,97,74,112,200,125
ai_run_03,3,184,SMAI03_0184,383,254,0,survey stratum 0,2,3,purpose code 3,1,first class,7,ticket category code 7,1,payer code 1,1,luggage code 1,5,age code 5,0,female,1,income code 1,1,has a GA travelcard,1,origin zone code 1,2,destination zone code 2,0,car is not available for this trip,S0_TPL028,2026-03-28T20:43:11.653812+00:00,125,0,49,0,0,0
ai_run_03,3,185,SMAI03_0185,359,300,0,survey stratum 0,2,3,purpose code 3,1,first class,3,ticket category code 3,1,payer code 1,0,no luggage,2,age code 2,0,female,2,income code 2,0,does not have a GA travelcard,17,origin zone code 17,1,destination zone code 1,0,car is not available for this trip,S0_TPL164,2026-03-28T20:43:11.656808+00:00,79,2600,55,3380,0,0
ai_run_03,3,186,SMAI03_0186,330,308,0,survey stratum 0,2,3,purpose code 3,0,second class,7,ticket category code 7,1,payer code 1,1,luggage code 1,2,age code 2,1,male,1,income code 1,1,has a GA travelcard,2,origin zone code 2,9,destination zone code 9,0,car is not available for this trip,S0_TPL006,2026-03-28T20:43:11.657810+00:00,125,0,49,0,0,0
ai_run_03,3,187,SMAI03_0187,469,716,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,2,payer code 2,0,no luggage,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,25,origin zone code 25,22,destination zone code 22,1,car is available for this trip,S1_TPL021,2026-03-28T20:43:11.658810+00:00,188,84,87,105,150,90
ai_run_03,3,188,SMAI03_0188,384,305,0,survey stratum 0,2,3,purpose code 3,1,first class,7,ticket category code 7,1,payer code 1,1,luggage code 1,5,age code 5,0,female,1,income code 1,1,has a GA travelcard,2,origin zone code 2,17,destination zone code 17,0,car is not available for this trip,S0_TPL100,2026-03-28T20:43:11.660319+00:00,232,0,177,0,0,0
ai_run_03,3,189,SMAI03_0189,462,800,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,1,payer code 1,0,no luggage,3,age code 3,0,female,1,income code 1,0,does not have a GA travelcard,2,origin zone code 2,22,destination zone code 22,1,car is available for this trip,S1_TPL027,2026-03-28T20:43:11.661322+00:00,267,97,159,120,200,150
ai_run_03,3,190,SMAI03_0190,288,319,0,survey stratum 0,2,3,purpose code 3,0,second class,4,ticket category code 4,1,payer code 1,0,no luggage,2,age code 2,1,male,1,income code 1,0,does not have a GA travelcard,25,origin zone code 25,1,destination zone code 1,0,car is not available for this trip,S0_TPL048,2026-03-28T20:43:11.663324+00:00,121,2600,66,3380,0,0
ai_run_03,3,191,SMAI03_0191,701,800,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,2,age code 2,1,male,4,income code 4,0,does not have a GA travelcard,18,origin zone code 18,2,destination zone code 2,1,car is available for this trip,S1_TPL025,2026-03-28T20:43:11.664610+00:00,267,97,159,120,200,150
ai_run_03,3,192,SMAI03_0192,367,87,0,survey stratum 0,2,3,purpose code 3,1,first class,5,ticket category code 5,1,payer code 1,1,luggage code 1,4,age code 4,0,female,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,2,destination zone code 2,1,car is available for this trip,S0_TPL036,2026-03-28T20:43:11.665615+00:00,181,83,126,108,140,85
ai_run_03,3,193,SMAI03_0193,472,863,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,1,male,4,income code 4,0,does not have a GA travelcard,2,origin zone code 2,18,destination zone code 18,1,car is available for this trip,S1_TPL056,2026-03-28T20:43:11.667615+00:00,145,153,93,182,140,75
ai_run_03,3,194,SMAI03_0194,898,769,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,25,destination zone code 25,1,car is available for this trip,S1_TPL041,2026-03-28T20:43:11.669118+00:00,162,78,86,94,150,115
ai_run_03,3,195,SMAI03_0195,568,752,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL039,2026-03-28T20:43:11.670119+00:00,200,105,71,132,200,115
ai_run_03,3,196,SMAI03_0196,259,83,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,3,luggage code 3,2,age code 2,0,female,4,income code 4,0,does not have a GA travelcard,14,origin zone code 14,2,destination zone code 2,1,car is available for this trip,S0_TPL048,2026-03-28T20:43:11.671119+00:00,199,83,86,108,160,90
ai_run_03,3,197,SMAI03_0197,307,43,0,survey stratum 0,2,3,purpose code 3,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,2,age code 2,1,male,1,income code 1,1,has a GA travelcard,2,origin zone code 2,1,destination zone code 1,0,car is not available for this trip,S0_TPL006,2026-03-28T20:43:11.672118+00:00,85,0,30,0,0,0
ai_run_03,3,198,SMAI03_0198,656,887,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,0,payer code 0,0,no luggage,2,age code 2,1,male,0,income code 0,0,does not have a GA travelcard,17,origin zone code 17,2,destination zone code 2,1,car is available for this trip,S1_TPL003,2026-03-28T20:43:11.673120+00:00,220,210,91,254,220,145
ai_run_03,3,199,SMAI03_0199,361,334,0,survey stratum 0,2,3,purpose code 3,1,first class,3,ticket category code 3,1,payer code 1,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,0,car is not available for this trip,S0_TPL089,2026-03-28T20:43:11.675285+00:00,102,1850,49,2405,0,0
ai_run_03,3,200,SMAI03_0200,883,688,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,25,origin zone code 25,1,destination zone code 1,1,car is available for this trip,S1_TPL017,2026-03-28T20:43:11.676303+00:00,232,92,124,109,170,155
ai_run_03,3,201,SMAI03_0201,800,724,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,0,no luggage,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL003,2026-03-28T20:43:11.677334+00:00,182,97,74,117,180,120
ai_run_03,3,202,SMAI03_0202,362,345,0,survey stratum 0,2,3,purpose code 3,1,first class,3,ticket category code 3,1,payer code 1,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S0_TPL015,2026-03-28T20:43:11.678357+00:00,139,68,84,81,100,100
ai_run_03,3,203,SMAI03_0203,247,238,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,5,age code 5,0,female,4,income code 4,0,does not have a GA travelcard,25,origin zone code 25,10,destination zone code 10,1,car is available for this trip,S0_TPL132,2026-03-28T20:43:11.680990+00:00,184,57,76,66,190,95
ai_run_03,3,204,SMAI03_0204,475,504,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,3,payer code 3,0,no luggage,3,age code 3,0,female,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,2,destination zone code 2,1,car is available for this trip,S1_TPL133,2026-03-28T20:43:11.684118+00:00,193,181,117,198,170,110
ai_run_03,3,205,SMAI03_0205,816,876,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL025,2026-03-28T20:43:11.685662+00:00,209,189,96,231,160,105
ai_run_03,3,206,SMAI03_0206,474,731,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,3,payer code 3,0,no luggage,5,age code 5,0,female,1,income code 1,0,does not have a GA travelcard,22,origin zone code 22,2,destination zone code 2,1,car is available for this trip,S1_TPL059,2026-03-28T20:43:11.686668+00:00,209,92,105,114,160,110
ai_run_03,3,207,SMAI03_0207,898,872,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,25,destination zone code 25,1,car is available for this trip,S1_TPL010,2026-03-28T20:43:11.687667+00:00,293,237,164,301,270,180
ai_run_03,3,208,SMAI03_0208,780,644,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,18,destination zone code 18,1,car is available for this trip,S1_TPL002,2026-03-28T20:43:11.688668+00:00,221,106,108,130,150,130
ai_run_03,3,209,SMAI03_0209,75,60,0,survey stratum 0,2,1,purpose code 1,1,first class,2,ticket category code 2,2,payer code 2,3,luggage code 3,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,10,origin zone code 10,25,destination zone code 25,1,car is available for this trip,S0_TPL092,2026-03-28T20:43:11.690177+00:00,112,216,57,281,60,45
ai_run_03,3,210,SMAI03_0210,353,96,0,survey stratum 0,2,3,purpose code 3,1,first class,1,ticket category code 1,1,payer code 1,1,luggage code 1,3,age code 3,0,female,4,income code 4,0,does not have a GA travelcard,23,origin zone code 23,1,destination zone code 1,1,car is available for this trip,S0_TPL142,2026-03-28T20:43:11.692181+00:00,112,4200,59,5460,100,150
ai_run_03,3,211,SMAI03_0211,600,799,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,1,payer code 1,0,no luggage,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL016,2026-03-28T20:43:11.693180+00:00,214,105,85,132,200,130
ai_run_03,3,212,SMAI03_0212,753,608,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,2,age code 2,0,female,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL023,2026-03-28T20:43:11.694182+00:00,183,106,75,128,160,105
ai_run_03,3,213,SMAI03_0213,551,442,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S1_TPL114,2026-03-28T20:43:11.698083+00:00,89,25,34,32,70,40
ai_run_03,3,214,SMAI03_0214,573,832,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL003,2026-03-28T20:43:11.699098+00:00,229,218,102,274,230,145
ai_run_03,3,215,SMAI03_0215,235,274,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,20,origin zone code 20,10,destination zone code 10,1,car is available for this trip,S0_TPL014,2026-03-28T20:43:11.700126+00:00,102,48,49,62,60,40
ai_run_03,3,216,SMAI03_0216,98,14,0,survey stratum 0,2,1,purpose code 1,1,first class,6,ticket category code 6,2,payer code 2,3,luggage code 3,2,age code 2,1,male,3,income code 3,1,has a GA travelcard,10,origin zone code 10,1,destination zone code 1,1,car is available for this trip,S0_TPL022,2026-03-28T20:43:11.701149+00:00,130,0,77,0,70,100
ai_run_03,3,217,SMAI03_0217,474,757,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,3,payer code 3,0,no luggage,5,age code 5,0,female,1,income code 1,0,does not have a GA travelcard,22,origin zone code 22,2,destination zone code 2,1,car is available for this trip,S1_TPL131,2026-03-28T20:43:11.703721+00:00,237,99,133,120,200,110
ai_run_03,3,218,SMAI03_0218,820,749,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL109,2026-03-28T20:43:11.706285+00:00,92,60,37,76,80,50
ai_run_03,3,219,SMAI03_0219,335,29,0,survey stratum 0,2,3,purpose code 3,0,second class,7,ticket category code 7,2,payer code 2,1,luggage code 1,1,age code 1,1,male,1,income code 1,1,has a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S0_TPL020,2026-03-28T20:43:11.707843+00:00,110,0,55,0,70,80
ai_run_03,3,220,SMAI03_0220,890,903,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,25,destination zone code 25,1,car is available for this trip,S1_TPL061,2026-03-28T20:43:11.709404+00:00,274,225,145,278,240,145
ai_run_03,3,221,SMAI03_0221,285,65,0,survey stratum 0,2,3,purpose code 3,0,second class,4,ticket category code 4,1,payer code 1,0,no luggage,1,age code 1,0,female,4,income code 4,0,does not have a GA travelcard,23,origin zone code 23,25,destination zone code 25,1,car is available for this trip,S0_TPL129,2026-03-28T20:43:11.712415+00:00,184,84,71,105,140,90
ai_run_03,3,222,SMAI03_0222,76,324,0,survey stratum 0,2,1,purpose code 1,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,17,destination zone code 17,0,car is not available for this trip,S0_TPL005,2026-03-28T20:43:11.713416+00:00,155,2600,100,3380,0,0
ai_run_03,3,223,SMAI03_0223,916,715,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL003,2026-03-28T20:43:11.714415+00:00,198,74,145,81,140,85
ai_run_03,3,224,SMAI03_0224,483,918,1,survey stratum 1,3,1,purpose code 1,1,first class,1,ticket category code 1,1,payer code 1,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL002,2026-03-28T20:43:11.715759+00:00,189,167,146,184,180,115
ai_run_03,3,225,SMAI03_0225,473,456,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,3,payer code 3,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,21,destination zone code 21,1,car is available for this trip,S1_TPL023,2026-03-28T20:43:11.716263+00:00,103,63,92,74,90,55
ai_run_03,3,226,SMAI03_0226,306,6,0,survey stratum 0,2,3,purpose code 3,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,2,age code 2,1,male,1,income code 1,1,has a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S0_TPL090,2026-03-28T20:43:11.718771+00:00,102,0,49,0,70,35
ai_run_03,3,227,SMAI03_0227,732,729,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL019,2026-03-28T20:43:11.719774+00:00,200,105,71,122,210,165
ai_run_03,3,228,SMAI03_0228,661,706,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,0,payer code 0,0,no luggage,3,age code 3,1,male,0,income code 0,0,does not have a GA travelcard,25,origin zone code 25,17,destination zone code 17,1,car is available for this trip,S1_TPL065,2026-03-28T20:43:11.720774+00:00,145,78,93,90,100,60
ai_run_03,3,229,SMAI03_0229,704,681,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL039,2026-03-28T20:43:11.721774+00:00,290,109,184,133,250,145
ai_run_03,3,230,SMAI03_0230,41,82,0,survey stratum 0,2,1,purpose code 1,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,3,age code 3,1,male,2,income code 2,1,has a GA travelcard,5,origin zone code 5,22,destination zone code 22,1,car is available for this trip,S0_TPL096,2026-03-28T20:43:11.723774+00:00,169,0,56,0,150,140
ai_run_03,3,231,SMAI03_0231,902,544,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,0,female,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,18,destination zone code 18,1,car is available for this trip,S1_TPL140,2026-03-28T20:43:11.726774+00:00,148,40,72,50,110,70
ai_run_03,3,232,SMAI03_0232,838,660,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,1,payer code 1,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL063,2026-03-28T20:43:11.727775+00:00,62,84,38,94,110,80
ai_run_03,3,233,SMAI03_0233,319,258,0,survey stratum 0,2,3,purpose code 3,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,5,age code 5,1,male,4,income code 4,1,has a GA travelcard,2,origin zone code 2,22,destination zone code 22,0,car is not available for this trip,S0_TPL098,2026-03-28T20:43:11.730278+00:00,163,0,55,0,0,0
ai_run_03,3,234,SMAI03_0234,708,933,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL028,2026-03-28T20:43:11.731278+00:00,133,142,84,166,100,50
ai_run_03,3,235,SMAI03_0235,899,775,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,2,destination zone code 2,1,car is available for this trip,S1_TPL013,2026-03-28T20:43:11.732280+00:00,247,109,80,140,260,120
ai_run_03,3,236,SMAI03_0236,610,450,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,1,payer code 1,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL001,2026-03-28T20:43:11.733281+00:00,119,42,70,50,100,60
ai_run_03,3,237,SMAI03_0237,46,327,0,survey stratum 0,2,1,purpose code 1,0,second class,6,ticket category code 6,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,1,has a GA travelcard,20,origin zone code 20,1,destination zone code 1,0,car is not available for this trip,S0_TPL008,2026-03-28T20:43:11.734283+00:00,97,0,44,0,0,0
ai_run_03,3,238,SMAI03_0238,586,643,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,3,payer code 3,0,no luggage,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL005,2026-03-28T20:43:11.735282+00:00,157,86,108,100,110,65
ai_run_03,3,239,SMAI03_0239,720,576,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,25,destination zone code 25,1,car is available for this trip,S1_TPL135,2026-03-28T20:43:11.737279+00:00,234,66,179,76,270,180
ai_run_03,3,240,SMAI03_0240,286,64,0,survey stratum 0,2,3,purpose code 3,0,second class,4,ticket category code 4,1,payer code 1,0,no luggage,2,age code 2,0,female,1,income code 1,0,does not have a GA travelcard,1,origin zone code 1,25,destination zone code 25,1,car is available for this trip,S0_TPL019,2026-03-28T20:43:11.738786+00:00,99,60,44,74,80,50
ai_run_03,3,241,SMAI03_0241,451,751,1,survey stratum 1,3,1,purpose code 1,0,second class,1,ticket category code 1,2,payer code 2,0,no luggage,2,age code 2,0,female,1,income code 1,0,does not have a GA travelcard,22,origin zone code 22,17,destination zone code 17,1,car is available for this trip,S1_TPL014,2026-03-28T20:43:11.739797+00:00,200,105,71,128,190,140
ai_run_03,3,242,SMAI03_0242,847,870,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,1,payer code 1,1,luggage code 1,3,age code 3,1,male,1,income code 1,0,does not have a GA travelcard,25,origin zone code 25,1,destination zone code 1,1,car is available for this trip,S1_TPL009,2026-03-28T20:43:11.740793+00:00,202,169,147,191,160,110
