model_key,respondent_id,block_template_id,run_repeat,human_respondent_id,human_id,normalized_weight,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,task_index,task_role,pair_id,manipulation_type,anchor_task_index,is_utility_equivalent_intervention,semantic_labels,option_order,display_A_alt,display_B_alt,display_C_alt,paraphrase_variant,scenario_id,complexity_score,CAR_AVAILABLE,TimePT,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,TimeCar_scaled,CostCarCHF_scaled,distance_km_scaled,target_alternative_name,dominated_alternative_name,dominance_reason
deepseek_r1_8b,DS0039_R2,DST0039,2,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,7,paraphrase_twin,PARA_1,paraphrase,1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0136,0.970873786407767,1,34.0,0.0,3.0,6.0,0.75,2.5,0.17,0.0,0.3,0.03,0.075,0.5,,,
deepseek_r1_8b,DS0039_R2,DST0039,2,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,8,paraphrase_twin,PARA_2,paraphrase,2,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0304,0.8620689655172413,1,56.0,0.0,17.6,18.0,1.81,11.0,0.28,0.0,1.7600000000000002,0.09,0.181,2.2,,,
deepseek_r1_8b,DS0039_R2,DST0039,2,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,9,label_mask_twin,LABEL_1,label_mask,3,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0181,0.6443298969072164,1,142.0,3.0,3.8,38.0,3.98,25.0,0.71,0.05,0.38,0.19,0.398,5.0,,,
deepseek_r1_8b,DS0039_R2,DST0039,2,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,10,label_mask_twin,LABEL_2,label_mask,4,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0511,0.693000693000693,1,57.0,0.0,3.8,14.0,1.52,9.5,0.285,0.0,0.38,0.07,0.152,1.9,,,
deepseek_r1_8b,DS0039_R2,DST0039,2,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,11,order_twin,ORDER_1,order_randomization,5,0,0,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0629,0.8077544426494346,1,70.0,0.0,3.0,23.0,2.97,17.0,0.35,0.0,0.3,0.115,0.297,3.4,,,
deepseek_r1_8b,DS0039_R2,DST0039,2,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,12,order_twin,ORDER_2,order_randomization,6,0,0,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0587,0.9615384615384615,1,12.0,0.0,2.2,2.0,0.49,1.2,0.06,0.0,0.22,0.01,0.049,0.24,,,
deepseek_r1_8b,DS0039_R2,DST0039,2,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,13,monotonicity,MONO_1,monotonicity,1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0136,0.970873786407767,1,34.0,0.0,3.0,7.5,0.9375,2.5,0.17,0.0,0.3,0.0375,0.09375,0.5,CAR,,
deepseek_r1_8b,DS0039_R2,DST0039,2,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,14,monotonicity,MONO_2,monotonicity,2,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0304,0.8620689655172413,1,56.0,0.0,17.6,22.5,2.2625,11.0,0.28,0.0,1.7600000000000002,0.11249999999999999,0.22625,2.2,CAR,,
deepseek_r1_8b,DS0039_R2,DST0039,2,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,15,dominance,DOM_1,dominance,3,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0181,0.6443298969072164,1,142.0,10.0,9.98,38.0,3.98,25.0,0.71,0.16666666666666666,0.998,0.19,0.398,5.0,,PT,PT is clearly worse than CAR on the displayed burden attributes.
deepseek_r1_8b,DS0039_R2,DST0039,2,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,16,dominance,DOM_2,dominance,4,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0511,0.693000693000693,1,57.0,10.0,7.52,14.0,1.52,9.5,0.285,0.16666666666666666,0.752,0.07,0.152,1.9,,PT,PT is clearly worse than CAR on the displayed burden attributes.
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,1,core,CORE_1,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0136,0.970873786407767,1,34.0,0.0,3.0,6.0,0.75,2.5,0.17,0.0,0.3,0.03,0.075,0.5,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,2,core,CORE_2,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0304,0.8620689655172413,1,56.0,0.0,17.6,18.0,1.81,11.0,0.28,0.0,1.7600000000000002,0.09,0.181,2.2,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,3,core,CORE_3,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0181,0.6443298969072164,1,142.0,3.0,3.8,38.0,3.98,25.0,0.71,0.05,0.38,0.19,0.398,5.0,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,4,core,CORE_4,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0511,0.693000693000693,1,57.0,0.0,3.8,14.0,1.52,9.5,0.285,0.0,0.38,0.07,0.152,1.9,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,5,core,CORE_5,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0629,0.8077544426494346,1,70.0,0.0,3.0,23.0,2.97,17.0,0.35,0.0,0.3,0.115,0.297,3.4,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,6,core,CORE_6,core,-1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0587,0.9615384615384615,1,12.0,0.0,2.2,2.0,0.49,1.2,0.06,0.0,0.22,0.01,0.049,0.24,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,7,paraphrase_twin,PARA_1,paraphrase,1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0136,0.970873786407767,1,34.0,0.0,3.0,6.0,0.75,2.5,0.17,0.0,0.3,0.03,0.075,0.5,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,8,paraphrase_twin,PARA_2,paraphrase,2,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0304,0.8620689655172413,1,56.0,0.0,17.6,18.0,1.81,11.0,0.28,0.0,1.7600000000000002,0.09,0.181,2.2,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,9,label_mask_twin,LABEL_1,label_mask,3,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0181,0.6443298969072164,1,142.0,3.0,3.8,38.0,3.98,25.0,0.71,0.05,0.38,0.19,0.398,5.0,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,10,label_mask_twin,LABEL_2,label_mask,4,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0511,0.693000693000693,1,57.0,0.0,3.8,14.0,1.52,9.5,0.285,0.0,0.38,0.07,0.152,1.9,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,11,order_twin,ORDER_1,order_randomization,5,0,0,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0629,0.8077544426494346,1,70.0,0.0,3.0,23.0,2.97,17.0,0.35,0.0,0.3,0.115,0.297,3.4,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,12,order_twin,ORDER_2,order_randomization,6,0,0,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0587,0.9615384615384615,1,12.0,0.0,2.2,2.0,0.49,1.2,0.06,0.0,0.22,0.01,0.049,0.24,,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,13,monotonicity,MONO_1,monotonicity,1,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0136,0.970873786407767,1,34.0,0.0,3.0,7.5,0.9375,2.5,0.17,0.0,0.3,0.0375,0.09375,0.5,CAR,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,14,monotonicity,MONO_2,monotonicity,2,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0304,0.8620689655172413,1,56.0,0.0,17.6,22.5,2.2625,11.0,0.28,0.0,1.7600000000000002,0.11249999999999999,0.22625,2.2,CAR,,
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,15,dominance,DOM_1,dominance,3,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0181,0.6443298969072164,1,142.0,10.0,9.98,38.0,3.98,25.0,0.71,0.16666666666666666,0.998,0.19,0.398,5.0,,PT,PT is clearly worse than CAR on the displayed burden attributes.
deepseek_r1_8b,DS0039_R3,DST0039,3,H0619,90300012,0.954424398357919,neutral_arm,0,naturalistic,1,16,dominance,DOM_2,dominance,4,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0511,0.693000693000693,1,57.0,10.0,7.52,14.0,1.52,9.5,0.285,0.16666666666666666,0.752,0.07,0.152,1.9,,PT,PT is clearly worse than CAR on the displayed burden attributes.
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,1,core,CORE_1,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0647,0.18670649738610903,1,382.0,15.0,0.0,262.0,52.06,404.0,1.91,0.25,0.0,1.31,5.206,80.8,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,2,core,CORE_2,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0235,0.38624951718810346,1,187.0,12.0,11.8,48.0,4.86,26.0,0.935,0.2,1.1800000000000002,0.24,0.486,5.2,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,3,core,CORE_3,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0064,0.8064516129032259,1,68.0,0.0,5.2,7.0,0.79,5.5,0.34,0.0,0.52,0.035,0.079,1.1,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,4,core,CORE_4,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0122,0.6180469715698392,1,45.0,0.0,7.4,23.0,2.32,10.0,0.225,0.0,0.74,0.115,0.2319999999999999,2.0,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,5,core,CORE_5,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0580,0.76103500761035,1,52.0,0.0,3.5,17.0,2.11,13.5,0.26,0.0,0.35,0.085,0.211,2.7,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,6,core,CORE_6,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0692,0.9118541033434651,1,170.0,40.0,19.8,24.0,2.55,17.0,0.85,0.6666666666666666,1.98,0.12,0.255,3.4,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,7,paraphrase_twin,PARA_1,paraphrase,1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0647,0.18670649738610903,1,382.0,15.0,0.0,262.0,52.06,404.0,1.91,0.25,0.0,1.31,5.206,80.8,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,8,paraphrase_twin,PARA_2,paraphrase,2,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0235,0.38624951718810346,1,187.0,12.0,11.8,48.0,4.86,26.0,0.935,0.2,1.1800000000000002,0.24,0.486,5.2,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,9,label_mask_twin,LABEL_1,label_mask,3,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0064,0.8064516129032259,1,68.0,0.0,5.2,7.0,0.79,5.5,0.34,0.0,0.52,0.035,0.079,1.1,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,10,label_mask_twin,LABEL_2,label_mask,4,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0122,0.6180469715698392,1,45.0,0.0,7.4,23.0,2.32,10.0,0.225,0.0,0.74,0.115,0.2319999999999999,2.0,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,11,order_twin,ORDER_1,order_randomization,5,0,1,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0580,0.76103500761035,1,52.0,0.0,3.5,17.0,2.11,13.5,0.26,0.0,0.35,0.085,0.211,2.7,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,12,order_twin,ORDER_2,order_randomization,6,0,1,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0692,0.9118541033434651,1,170.0,40.0,19.8,24.0,2.55,17.0,0.85,0.6666666666666666,1.98,0.12,0.255,3.4,,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,13,monotonicity,MONO_1,monotonicity,1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0647,0.18670649738610903,1,477.5,18.75,0.0,262.0,52.06,404.0,2.3874999999999997,0.3125,0.0,1.31,5.206,80.8,PT,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,14,monotonicity,MONO_2,monotonicity,2,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0235,0.38624951718810346,1,187.0,12.0,11.8,60.0,6.075,26.0,0.935,0.2,1.1800000000000002,0.3,0.6074999999999999,5.2,CAR,,
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,15,dominance,DOM_1,dominance,3,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0064,0.8064516129032259,1,68.0,10.0,6.79,7.0,0.79,5.5,0.34,0.16666666666666666,0.679,0.035,0.079,1.1,,PT,PT is clearly worse than CAR on the displayed burden attributes.
deepseek_r1_8b,DS0040_R1,DST0040,1,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,16,dominance,DOM_2,dominance,4,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0122,0.6180469715698392,1,45.0,10.0,8.32,23.0,2.32,10.0,0.225,0.16666666666666666,0.8320000000000001,0.115,0.2319999999999999,2.0,,PT,PT is clearly worse than CAR on the displayed burden attributes.
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,1,core,CORE_1,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0647,0.18670649738610903,1,382.0,15.0,0.0,262.0,52.06,404.0,1.91,0.25,0.0,1.31,5.206,80.8,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,2,core,CORE_2,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0235,0.38624951718810346,1,187.0,12.0,11.8,48.0,4.86,26.0,0.935,0.2,1.1800000000000002,0.24,0.486,5.2,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,3,core,CORE_3,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0064,0.8064516129032259,1,68.0,0.0,5.2,7.0,0.79,5.5,0.34,0.0,0.52,0.035,0.079,1.1,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,4,core,CORE_4,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0122,0.6180469715698392,1,45.0,0.0,7.4,23.0,2.32,10.0,0.225,0.0,0.74,0.115,0.2319999999999999,2.0,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,5,core,CORE_5,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0580,0.76103500761035,1,52.0,0.0,3.5,17.0,2.11,13.5,0.26,0.0,0.35,0.085,0.211,2.7,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,6,core,CORE_6,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0692,0.9118541033434651,1,170.0,40.0,19.8,24.0,2.55,17.0,0.85,0.6666666666666666,1.98,0.12,0.255,3.4,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,7,paraphrase_twin,PARA_1,paraphrase,1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0647,0.18670649738610903,1,382.0,15.0,0.0,262.0,52.06,404.0,1.91,0.25,0.0,1.31,5.206,80.8,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,8,paraphrase_twin,PARA_2,paraphrase,2,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0235,0.38624951718810346,1,187.0,12.0,11.8,48.0,4.86,26.0,0.935,0.2,1.1800000000000002,0.24,0.486,5.2,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,9,label_mask_twin,LABEL_1,label_mask,3,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0064,0.8064516129032259,1,68.0,0.0,5.2,7.0,0.79,5.5,0.34,0.0,0.52,0.035,0.079,1.1,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,10,label_mask_twin,LABEL_2,label_mask,4,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0122,0.6180469715698392,1,45.0,0.0,7.4,23.0,2.32,10.0,0.225,0.0,0.74,0.115,0.2319999999999999,2.0,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,11,order_twin,ORDER_1,order_randomization,5,0,1,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0580,0.76103500761035,1,52.0,0.0,3.5,17.0,2.11,13.5,0.26,0.0,0.35,0.085,0.211,2.7,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,12,order_twin,ORDER_2,order_randomization,6,0,1,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0692,0.9118541033434651,1,170.0,40.0,19.8,24.0,2.55,17.0,0.85,0.6666666666666666,1.98,0.12,0.255,3.4,,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,13,monotonicity,MONO_1,monotonicity,1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0647,0.18670649738610903,1,477.5,18.75,0.0,262.0,52.06,404.0,2.3874999999999997,0.3125,0.0,1.31,5.206,80.8,PT,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,14,monotonicity,MONO_2,monotonicity,2,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0235,0.38624951718810346,1,187.0,12.0,11.8,60.0,6.075,26.0,0.935,0.2,1.1800000000000002,0.3,0.6074999999999999,5.2,CAR,,
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,15,dominance,DOM_1,dominance,3,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0064,0.8064516129032259,1,68.0,10.0,6.79,7.0,0.79,5.5,0.34,0.16666666666666666,0.679,0.035,0.079,1.1,,PT,PT is clearly worse than CAR on the displayed burden attributes.
deepseek_r1_8b,DS0040_R2,DST0040,2,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,16,dominance,DOM_2,dominance,4,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0122,0.6180469715698392,1,45.0,10.0,8.32,23.0,2.32,10.0,0.225,0.16666666666666666,0.8320000000000001,0.115,0.2319999999999999,2.0,,PT,PT is clearly worse than CAR on the displayed burden attributes.
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,1,core,CORE_1,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0647,0.18670649738610903,1,382.0,15.0,0.0,262.0,52.06,404.0,1.91,0.25,0.0,1.31,5.206,80.8,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,2,core,CORE_2,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0235,0.38624951718810346,1,187.0,12.0,11.8,48.0,4.86,26.0,0.935,0.2,1.1800000000000002,0.24,0.486,5.2,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,3,core,CORE_3,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0064,0.8064516129032259,1,68.0,0.0,5.2,7.0,0.79,5.5,0.34,0.0,0.52,0.035,0.079,1.1,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,4,core,CORE_4,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0122,0.6180469715698392,1,45.0,0.0,7.4,23.0,2.32,10.0,0.225,0.0,0.74,0.115,0.2319999999999999,2.0,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,5,core,CORE_5,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0580,0.76103500761035,1,52.0,0.0,3.5,17.0,2.11,13.5,0.26,0.0,0.35,0.085,0.211,2.7,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,6,core,CORE_6,core,-1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0692,0.9118541033434651,1,170.0,40.0,19.8,24.0,2.55,17.0,0.85,0.6666666666666666,1.98,0.12,0.255,3.4,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,7,paraphrase_twin,PARA_1,paraphrase,1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0647,0.18670649738610903,1,382.0,15.0,0.0,262.0,52.06,404.0,1.91,0.25,0.0,1.31,5.206,80.8,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,8,paraphrase_twin,PARA_2,paraphrase,2,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,alternate,S0235,0.38624951718810346,1,187.0,12.0,11.8,48.0,4.86,26.0,0.935,0.2,1.1800000000000002,0.24,0.486,5.2,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,9,label_mask_twin,LABEL_1,label_mask,3,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0064,0.8064516129032259,1,68.0,0.0,5.2,7.0,0.79,5.5,0.34,0.0,0.52,0.035,0.079,1.1,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,10,label_mask_twin,LABEL_2,label_mask,4,0,0,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0122,0.6180469715698392,1,45.0,0.0,7.4,23.0,2.32,10.0,0.225,0.0,0.74,0.115,0.2319999999999999,2.0,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,11,order_twin,ORDER_1,order_randomization,5,0,1,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0580,0.76103500761035,1,52.0,0.0,3.5,17.0,2.11,13.5,0.26,0.0,0.35,0.085,0.211,2.7,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,12,order_twin,ORDER_2,order_randomization,6,0,1,SLOW_MODES|PT|CAR,SLOW_MODES,PT,CAR,default,S0692,0.9118541033434651,1,170.0,40.0,19.8,24.0,2.55,17.0,0.85,0.6666666666666666,1.98,0.12,0.255,3.4,,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,13,monotonicity,MONO_1,monotonicity,1,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0647,0.18670649738610903,1,477.5,18.75,0.0,262.0,52.06,404.0,2.3874999999999997,0.3125,0.0,1.31,5.206,80.8,PT,,
deepseek_r1_8b,DS0040_R3,DST0040,3,H0279,42270631,0.2545934244605354,semantic_arm,1,concise,0,14,monotonicity,MONO_2,monotonicity,2,0,1,PT|CAR|SLOW_MODES,PT,CAR,SLOW_MODES,default,S0235,0.38624951718810346,1,187.0,12.0,11.8,60.0,6.075,26.0,0.935,0.2,1.1800000000000002,0.3,0.6074999999999999,5.2,CAR,,
