respondent_id,persona_id,synthetic_numeric_id,source_profile_id,sampled_template_id,sampled_baseline_source_human_id,ID,GROUP,SURVEY,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,CAR_AV,task_count,persona_source,purpose_text,first_class_text,ticket_text,who_text,luggage_text,age_text,sex_text,income_text,ga_text,origin_text,dest_text,survey_text,car_av_text
AI0148,AI0148,148,789,S1_TPL008,728,789,3,1,3,1,1,2,1,3,1,2,0,17,13,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 17,destination zone code 13,survey stratum 1,car is available for this trip
AI0149,AI0149,149,739,S1_TPL090,705,739,3,1,3,1,1,2,0,2,0,3,0,3,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 2,female,income code 3,does not have a GA travelcard,origin zone code 3,destination zone code 22,survey stratum 1,car is available for this trip
AI0150,AI0150,150,665,S1_TPL140,601,665,3,1,3,1,1,0,0,5,1,0,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 0,no luggage,age code 5,male,income code 0,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0151,AI0151,151,603,S1_TPL018,744,603,3,1,3,0,3,1,0,3,1,2,0,1,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 1,no luggage,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 1,car is available for this trip
AI0152,AI0152,152,316,S0_TPL005,382,316,2,0,3,0,6,1,1,2,0,1,1,2,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 2,female,income code 1,has a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is not available for this trip
AI0153,AI0153,153,24,S0_TPL010,272,24,2,0,1,0,3,2,1,3,1,2,0,17,2,0,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 2,luggage code 1,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is not available for this trip
AI0154,AI0154,154,388,S0_TPL001,314,388,2,0,3,1,7,1,1,5,0,4,1,22,25,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 4,has a GA travelcard,origin zone code 22,destination zone code 25,survey stratum 0,car is not available for this trip
AI0155,AI0155,155,541,S1_TPL065,717,541,3,1,3,0,1,0,0,3,0,0,0,2,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 0,no luggage,age code 3,female,income code 0,does not have a GA travelcard,origin zone code 2,destination zone code 22,survey stratum 1,car is available for this trip
AI0156,AI0156,156,64,S0_TPL124,70,64,2,0,1,1,1,1,1,3,1,3,0,2,1,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 1,payer code 1,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is available for this trip
AI0157,AI0157,157,898,S1_TPL016,500,898,3,1,3,1,3,2,1,2,1,3,0,1,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,luggage code 1,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 25,survey stratum 1,car is available for this trip
AI0158,AI0158,158,247,S0_TPL030,79,247,2,0,3,0,1,1,1,5,0,4,0,25,10,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 5,female,income code 4,does not have a GA travelcard,origin zone code 25,destination zone code 10,survey stratum 0,car is available for this trip
AI0159,AI0159,159,304,S0_TPL010,48,304,2,0,3,0,6,1,1,1,1,1,1,22,25,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 1,male,income code 1,has a GA travelcard,origin zone code 22,destination zone code 25,survey stratum 0,car is available for this trip
AI0160,AI0160,160,388,S0_TPL044,52,388,2,0,3,1,7,1,1,5,0,4,1,22,25,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 4,has a GA travelcard,origin zone code 22,destination zone code 25,survey stratum 0,car is not available for this trip
AI0161,AI0161,161,54,S0_TPL133,383,54,2,0,1,0,7,1,1,2,0,2,1,17,1,0,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 7,payer code 1,luggage code 1,age code 2,female,income code 2,has a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
AI0162,AI0162,162,488,S1_TPL031,577,488,3,1,1,1,1,2,0,3,1,3,0,22,2,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 1,payer code 2,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
AI0163,AI0163,163,737,S1_TPL034,938,737,3,1,3,1,1,2,0,4,1,3,0,25,11,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 25,destination zone code 11,survey stratum 1,car is available for this trip
AI0164,AI0164,164,389,S0_TPL003,390,389,2,0,3,1,7,1,1,5,1,1,1,23,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,male,income code 1,has a GA travelcard,origin zone code 23,destination zone code 25,survey stratum 0,car is available for this trip
AI0165,AI0165,165,754,S1_TPL015,491,754,3,1,3,1,1,2,1,2,1,2,0,17,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 1,car is available for this trip
AI0166,AI0166,166,663,S1_TPL002,646,663,3,1,3,1,1,0,0,4,1,0,0,2,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 0,no luggage,age code 4,male,income code 0,does not have a GA travelcard,origin zone code 2,destination zone code 25,survey stratum 1,car is available for this trip
AI0167,AI0167,167,380,S0_TPL148,383,380,2,0,3,1,6,2,0,2,0,1,1,17,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 2,no luggage,age code 2,female,income code 1,has a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is not available for this trip
AI0168,AI0168,168,70,S0_TPL084,238,70,2,0,1,1,1,2,1,3,0,2,0,1,2,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,female,income code 2,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is available for this trip
AI0169,AI0169,169,588,S1_TPL003,620,588,3,1,3,0,1,3,0,4,1,3,0,25,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 3,no luggage,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 1,car is available for this trip
AI0170,AI0170,170,361,S0_TPL047,10,361,2,0,3,1,3,1,1,3,1,3,0,1,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is not available for this trip
AI0171,AI0171,171,466,S1_TPL028,893,466,3,1,1,0,3,1,1,2,1,2,0,2,1,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0172,AI0172,172,652,S1_TPL001,749,652,3,1,3,0,3,3,1,2,1,3,0,25,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 3,luggage code 1,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 25,destination zone code 1,survey stratum 1,car is available for this trip
AI0173,AI0173,173,543,S1_TPL097,616,543,3,1,3,0,1,0,0,3,1,0,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 0,no luggage,age code 3,male,income code 0,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0174,AI0174,174,788,S1_TPL035,646,788,3,1,3,1,1,2,1,2,1,3,0,17,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 1,car is available for this trip
AI0175,AI0175,175,351,S0_TPL040,17,351,2,0,3,1,1,1,1,5,0,4,0,17,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 5,female,income code 4,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is available for this trip
AI0176,AI0176,176,98,S0_TPL022,42,98,2,0,1,1,6,2,3,2,1,3,1,10,1,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 6,payer code 2,luggage code 3,age code 2,male,income code 3,has a GA travelcard,origin zone code 10,destination zone code 1,survey stratum 0,car is available for this trip
AI0177,AI0177,177,607,S1_TPL043,474,607,3,1,3,0,3,1,0,4,1,2,0,17,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 1,no luggage,age code 4,male,income code 2,does not have a GA travelcard,origin zone code 17,destination zone code 22,survey stratum 1,car is available for this trip
AI0178,AI0178,178,909,S1_TPL067,863,909,3,1,3,1,3,2,1,3,1,3,0,2,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 1,car is available for this trip
AI0179,AI0179,179,821,S1_TPL135,696,821,3,1,3,1,1,3,1,3,1,3,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 3,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0180,AI0180,180,856,S1_TPL007,790,856,3,1,3,1,3,2,0,2,1,3,0,17,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 1,car is available for this trip
AI0181,AI0181,181,316,S0_TPL003,386,316,2,0,3,0,6,1,1,2,0,1,1,2,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 2,female,income code 1,has a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is not available for this trip
AI0182,AI0182,182,268,S0_TPL108,226,268,2,0,3,0,2,1,1,1,1,1,0,25,22,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 2,payer code 1,luggage code 1,age code 1,male,income code 1,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is not available for this trip
AI0183,AI0183,183,380,S0_TPL018,301,380,2,0,3,1,6,2,0,2,0,1,1,17,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 2,no luggage,age code 2,female,income code 1,has a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is not available for this trip
AI0184,AI0184,184,4,S0_TPL005,3,4,2,0,1,0,1,1,1,2,1,3,0,19,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 19,destination zone code 2,survey stratum 0,car is available for this trip
AI0185,AI0185,185,356,S0_TPL002,293,356,2,0,3,1,1,1,1,5,1,4,0,1,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 5,male,income code 4,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is available for this trip
AI0186,AI0186,186,757,S1_TPL015,460,757,3,1,3,1,1,2,1,2,1,2,0,22,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 17,survey stratum 1,car is available for this trip
AI0187,AI0187,187,294,S0_TPL098,368,294,2,0,3,0,5,1,1,4,0,1,0,2,17,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 5,payer code 1,luggage code 1,age code 4,female,income code 1,does not have a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 0,car is not available for this trip
AI0188,AI0188,188,282,S0_TPL141,360,282,2,0,3,0,3,1,3,3,0,1,0,23,25,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 1,luggage code 3,age code 3,female,income code 1,does not have a GA travelcard,origin zone code 23,destination zone code 25,survey stratum 0,car is available for this trip
AI0189,AI0189,189,572,S1_TPL027,676,572,3,1,3,0,1,2,1,3,0,3,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 2,luggage code 1,age code 3,female,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0190,AI0190,190,99,S0_TPL020,372,99,2,0,1,1,6,3,1,3,1,3,1,1,17,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 6,payer code 3,luggage code 1,age code 3,male,income code 3,has a GA travelcard,origin zone code 1,destination zone code 17,survey stratum 0,car is available for this trip
AI0191,AI0191,191,498,S1_TPL010,570,498,3,1,1,1,3,1,1,3,0,3,0,25,3,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 3,payer code 1,luggage code 1,age code 3,female,income code 3,does not have a GA travelcard,origin zone code 25,destination zone code 3,survey stratum 1,car is available for this trip
AI0192,AI0192,192,800,S1_TPL004,552,800,3,1,3,1,1,3,0,2,1,3,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 3,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 1,car is available for this trip
AI0193,AI0193,193,279,S0_TPL098,220,279,2,0,3,0,3,1,3,1,1,4,0,25,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 1,luggage code 3,age code 1,male,income code 4,does not have a GA travelcard,origin zone code 25,destination zone code 1,survey stratum 0,car is not available for this trip
AI0194,AI0194,194,555,S1_TPL005,814,555,3,1,3,0,1,1,1,4,1,2,0,25,9,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 4,male,income code 2,does not have a GA travelcard,origin zone code 25,destination zone code 9,survey stratum 1,car is available for this trip
AI0195,AI0195,195,283,S0_TPL004,292,283,2,0,3,0,3,1,3,2,0,1,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 1,luggage code 3,age code 2,female,income code 1,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 0,car is available for this trip
AI0196,AI0196,196,727,S1_TPL123,677,727,3,1,3,1,1,2,0,3,1,3,0,22,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 17,survey stratum 1,car is available for this trip
AI0197,AI0197,197,902,S1_TPL004,906,902,3,1,3,1,3,2,1,3,0,2,0,22,18,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,luggage code 1,age code 3,female,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 18,survey stratum 1,car is available for this trip
AI0198,AI0198,198,616,S1_TPL007,482,616,3,1,3,0,3,2,0,2,1,2,0,22,17,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 2,no luggage,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 17,survey stratum 1,car is available for this trip
AI0199,AI0199,199,292,S0_TPL006,23,292,2,0,3,0,5,1,1,3,0,3,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 5,payer code 1,luggage code 1,age code 3,female,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 0,car is available for this trip
AI0200,AI0200,200,771,S1_TPL111,806,771,3,1,3,1,1,2,1,3,1,3,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0201,AI0201,201,595,S1_TPL134,590,595,3,1,3,0,3,0,0,2,1,0,0,17,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 0,no luggage,age code 2,male,income code 0,does not have a GA travelcard,origin zone code 17,destination zone code 22,survey stratum 1,car is available for this trip
AI0202,AI0202,202,256,S0_TPL018,56,256,2,0,3,0,1,1,1,3,0,4,0,22,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 3,female,income code 4,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 0,car is available for this trip
AI0203,AI0203,203,559,S1_TPL125,813,559,3,1,3,0,1,2,0,2,1,3,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 2,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0204,AI0204,204,246,S0_TPL099,231,246,2,0,3,0,1,1,1,5,0,2,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 5,female,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is available for this trip
AI0205,AI0205,205,33,S0_TPL007,310,33,2,0,1,0,6,1,0,2,0,4,1,25,22,0,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 6,payer code 1,no luggage,age code 2,female,income code 4,has a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is not available for this trip
AI0206,AI0206,206,329,S0_TPL069,310,329,2,0,3,0,7,1,1,1,1,1,1,17,2,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 1,luggage code 1,age code 1,male,income code 1,has a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is not available for this trip
AI0207,AI0207,207,587,S1_TPL028,827,587,3,1,3,0,1,3,0,3,1,3,0,17,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 3,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 1,car is available for this trip
AI0208,AI0208,208,379,S0_TPL009,100,379,2,0,3,1,6,1,1,3,1,3,1,2,17,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,luggage code 1,age code 3,male,income code 3,has a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 0,car is not available for this trip
AI0209,AI0209,209,465,S1_TPL011,771,465,3,1,1,0,3,1,1,1,1,1,0,25,1,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 1,luggage code 1,age code 1,male,income code 1,does not have a GA travelcard,origin zone code 25,destination zone code 1,survey stratum 1,car is available for this trip
AI0210,AI0210,210,855,S1_TPL012,553,855,3,1,3,1,3,2,0,2,1,3,0,14,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 14,destination zone code 2,survey stratum 1,car is available for this trip
AI0211,AI0211,211,359,S0_TPL006,55,359,2,0,3,1,3,1,0,2,0,2,0,17,1,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,no luggage,age code 2,female,income code 2,does not have a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
AI0212,AI0212,212,688,S1_TPL020,770,688,3,1,3,1,1,1,1,3,1,3,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 1,car is available for this trip
AI0213,AI0213,213,938,S1_TPL005,813,938,3,1,3,1,6,2,0,2,1,3,0,17,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 2,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 1,car is available for this trip
AI0214,AI0214,214,649,S1_TPL049,915,649,3,1,3,0,3,3,0,2,1,1,0,2,17,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 3,no luggage,age code 2,male,income code 1,does not have a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 1,car is available for this trip
AI0215,AI0215,215,551,S1_TPL061,717,551,3,1,3,0,1,1,1,2,1,2,0,2,17,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 1,car is available for this trip
AI0216,AI0216,216,382,S0_TPL170,313,382,2,0,3,1,6,3,1,5,1,3,1,2,17,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 3,luggage code 1,age code 5,male,income code 3,has a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 0,car is not available for this trip
AI0217,AI0217,217,341,S0_TPL184,350,341,2,0,3,0,10,1,1,4,1,1,0,25,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 10,payer code 1,luggage code 1,age code 4,male,income code 1,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is available for this trip
AI0218,AI0218,218,451,S1_TPL012,486,451,3,1,1,0,1,2,0,2,0,1,0,22,17,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 2,no luggage,age code 2,female,income code 1,does not have a GA travelcard,origin zone code 22,destination zone code 17,survey stratum 1,car is available for this trip
AI0219,AI0219,219,545,S1_TPL025,550,545,3,1,3,0,1,1,0,3,1,3,0,22,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 1,payer code 1,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
AI0220,AI0220,220,50,S0_TPL007,322,50,2,0,1,0,6,3,1,4,1,2,1,17,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 6,payer code 3,luggage code 1,age code 4,male,income code 2,has a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is available for this trip
AI0221,AI0221,221,836,S1_TPL016,584,836,3,1,3,1,3,0,0,3,1,0,0,2,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 0,no luggage,age code 3,male,income code 0,does not have a GA travelcard,origin zone code 2,destination zone code 25,survey stratum 1,car is available for this trip
AI0222,AI0222,222,598,S1_TPL020,657,598,3,1,3,0,3,0,1,3,1,3,0,17,25,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 0,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 17,destination zone code 25,survey stratum 1,car is available for this trip
AI0223,AI0223,223,736,S1_TPL020,584,736,3,1,3,1,1,2,0,4,1,3,0,22,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,no luggage,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 17,survey stratum 1,car is available for this trip
AI0224,AI0224,224,642,S1_TPL068,766,642,3,1,3,0,3,2,1,4,1,2,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 2,luggage code 1,age code 4,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
AI0225,AI0225,225,873,S1_TPL007,804,873,3,1,3,1,3,2,0,4,1,2,0,22,19,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,no luggage,age code 4,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 19,survey stratum 1,car is available for this trip
AI0226,AI0226,226,763,S1_TPL014,854,763,3,1,3,1,1,2,1,3,1,2,0,25,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 25,destination zone code 17,survey stratum 1,car is available for this trip
AI0227,AI0227,227,495,S1_TPL005,488,495,3,1,1,1,3,1,0,3,1,2,0,2,1,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 3,payer code 1,no luggage,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0228,AI0228,228,895,S1_TPL030,928,895,3,1,3,1,3,2,1,2,1,2,0,1,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 2,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 1,destination zone code 22,survey stratum 1,car is available for this trip
AI0229,AI0229,229,778,S1_TPL007,812,778,3,1,3,1,1,2,1,4,1,2,0,2,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 4,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 1,car is available for this trip
AI0230,AI0230,230,341,S0_TPL004,56,341,2,0,3,0,10,1,1,4,1,1,0,25,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 10,payer code 1,luggage code 1,age code 4,male,income code 1,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is available for this trip
AI0231,AI0231,231,333,S0_TPL007,295,333,2,0,3,0,7,2,0,1,0,1,1,17,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 2,no luggage,age code 1,female,income code 1,has a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
AI0232,AI0232,232,753,S1_TPL011,855,753,3,1,3,1,1,2,1,2,0,2,0,1,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 2,luggage code 1,age code 2,female,income code 2,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 1,car is available for this trip
AI0233,AI0233,233,830,S1_TPL012,708,830,3,1,3,1,1,3,1,3,1,3,0,25,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 3,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 25,destination zone code 17,survey stratum 1,car is available for this trip
AI0234,AI0234,234,443,S1_TPL018,549,443,3,1,1,0,1,1,0,2,1,1,0,22,17,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,no luggage,age code 2,male,income code 1,does not have a GA travelcard,origin zone code 22,destination zone code 17,survey stratum 1,car is available for this trip
AI0235,AI0235,235,488,S1_TPL007,688,488,3,1,1,1,1,2,0,3,1,3,0,22,2,1,9,empirical_cleaned_profile,purpose code 1,first class,ticket category code 1,payer code 2,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
AI0236,AI0236,236,605,S1_TPL024,656,605,3,1,3,0,3,1,0,2,1,2,0,2,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 3,payer code 1,no luggage,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
AI0237,AI0237,237,444,S1_TPL004,937,444,3,1,1,0,1,1,0,2,1,2,0,22,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,no luggage,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
