GROUP,SURVEY,SP,ID,respondent_id,persona_id,source_profile_id,sampled_template_id,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,custom_id,task_position,task_id,TRAIN_COST_SCALED,SM_COST_SCALED,CAR_COST_SCALED,TRAIN_TIME_SCALED,SM_TIME_SCALED,CAR_TIME_SCALED,chosen_alternative_name,sex_text,age_text,income_text,ga_text,car_av_text,luggage_text,purpose_text,first_class_text,ticket_text,who_text,origin_text,dest_text,survey_text
2,0,1,231,AI0231,AI0231,333,S0_TPL007,3,0,7,2,0,1,0,1,1,17,1,1,0,1,290,0,30,68,0,20,0,0,0,0,2073,3,AI0231_T03,0.0,0.0,0.0,2.9,0.68,0.0,,female,age code 1,income code 1,has a GA travelcard,car is not available for this trip,no luggage,purpose code 3,second class,ticket category code 7,payer code 2,origin zone code 17,destination zone code 1,survey stratum 0
2,0,1,231,AI0231,AI0231,333,S0_TPL007,3,0,7,2,0,1,0,1,1,17,1,1,0,1,218,0,60,68,0,30,1,0,0,0,2074,4,AI0231_T04,0.0,0.0,0.0,2.18,0.68,0.0,,female,age code 1,income code 1,has a GA travelcard,car is not available for this trip,no luggage,purpose code 3,second class,ticket category code 7,payer code 2,origin zone code 17,destination zone code 1,survey stratum 0
2,0,1,231,AI0231,AI0231,333,S0_TPL007,3,0,7,2,0,1,0,1,1,17,1,1,0,1,242,0,30,68,0,30,1,0,0,0,2075,5,AI0231_T05,0.0,0.0,0.0,2.42,0.68,0.0,,female,age code 1,income code 1,has a GA travelcard,car is not available for this trip,no luggage,purpose code 3,second class,ticket category code 7,payer code 2,origin zone code 17,destination zone code 1,survey stratum 0
2,0,1,231,AI0231,AI0231,333,S0_TPL007,3,0,7,2,0,1,0,1,1,17,1,1,0,1,242,0,30,75,0,10,1,0,0,0,2076,6,AI0231_T06,0.0,0.0,0.0,2.42,0.75,0.0,,female,age code 1,income code 1,has a GA travelcard,car is not available for this trip,no luggage,purpose code 3,second class,ticket category code 7,payer code 2,origin zone code 17,destination zone code 1,survey stratum 0
2,0,1,231,AI0231,AI0231,333,S0_TPL007,3,0,7,2,0,1,0,1,1,17,1,1,0,1,242,0,60,68,0,20,0,0,0,0,2077,7,AI0231_T07,0.0,0.0,0.0,2.42,0.68,0.0,,female,age code 1,income code 1,has a GA travelcard,car is not available for this trip,no luggage,purpose code 3,second class,ticket category code 7,payer code 2,origin zone code 17,destination zone code 1,survey stratum 0
2,0,1,231,AI0231,AI0231,333,S0_TPL007,3,0,7,2,0,1,0,1,1,17,1,1,0,1,290,0,30,75,0,30,0,0,0,0,2078,8,AI0231_T08,0.0,0.0,0.0,2.9,0.75,0.0,,female,age code 1,income code 1,has a GA travelcard,car is not available for this trip,no luggage,purpose code 3,second class,ticket category code 7,payer code 2,origin zone code 17,destination zone code 1,survey stratum 0
2,0,1,231,AI0231,AI0231,333,S0_TPL007,3,0,7,2,0,1,0,1,1,17,1,1,0,1,242,0,60,75,0,30,0,0,0,0,2079,9,AI0231_T09,0.0,0.0,0.0,2.42,0.75,0.0,,female,age code 1,income code 1,has a GA travelcard,car is not available for this trip,no luggage,purpose code 3,second class,ticket category code 7,payer code 2,origin zone code 17,destination zone code 1,survey stratum 0
3,1,1,232,AI0232,AI0232,753,S1_TPL011,3,1,1,2,1,2,0,2,0,1,2,1,1,1,136,184,120,81,186,20,0,156,75,0,2080,1,AI0232_T01,1.84,1.86,0.75,1.36,0.81,1.56,,female,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 2,origin zone code 1,destination zone code 2,survey stratum 1
3,1,1,232,AI0232,AI0232,753,S1_TPL011,3,1,1,2,1,2,0,2,0,1,2,1,1,1,122,184,30,73,169,10,0,156,98,0,2081,2,AI0232_T02,1.84,1.69,0.98,1.22,0.73,1.56,,female,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 2,origin zone code 1,destination zone code 2,survey stratum 1
3,1,1,232,AI0232,AI0232,753,S1_TPL011,3,1,1,2,1,2,0,2,0,1,2,1,1,1,163,184,60,89,203,30,0,156,60,0,2082,3,AI0232_T03,1.84,2.03,0.6,1.63,0.89,1.56,,female,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 2,origin zone code 1,destination zone code 2,survey stratum 1
3,1,1,232,AI0232,AI0232,753,S1_TPL011,3,1,1,2,1,2,0,2,0,1,2,1,1,1,122,153,30,81,186,20,0,96,60,0,2083,4,AI0232_T04,1.53,1.86,0.6,1.22,0.81,0.96,,female,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 2,origin zone code 1,destination zone code 2,survey stratum 1
3,1,1,232,AI0232,AI0232,753,S1_TPL011,3,1,1,2,1,2,0,2,0,1,2,1,1,1,163,138,60,81,152,20,0,120,98,0,2084,5,AI0232_T05,1.38,1.52,0.98,1.63,0.81,1.2,,female,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 2,origin zone code 1,destination zone code 2,survey stratum 1
3,1,1,232,AI0232,AI0232,753,S1_TPL011,3,1,1,2,1,2,0,2,0,1,2,1,1,1,136,138,120,73,169,10,0,120,60,0,2085,6,AI0232_T06,1.38,1.69,0.6,1.36,0.73,1.2,,female,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 2,origin zone code 1,destination zone code 2,survey stratum 1
3,1,1,232,AI0232,AI0232,753,S1_TPL011,3,1,1,2,1,2,0,2,0,1,2,1,1,1,122,184,120,89,203,10,0,96,75,0,2086,7,AI0232_T07,1.84,2.03,0.75,1.22,0.89,0.96,,female,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 2,origin zone code 1,destination zone code 2,survey stratum 1
3,1,1,232,AI0232,AI0232,753,S1_TPL011,3,1,1,2,1,2,0,2,0,1,2,1,1,1,122,138,30,89,152,30,0,120,75,0,2087,8,AI0232_T08,1.38,1.52,0.75,1.22,0.89,1.2,,female,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 2,origin zone code 1,destination zone code 2,survey stratum 1
3,1,1,232,AI0232,AI0232,753,S1_TPL011,3,1,1,2,1,2,0,2,0,1,2,1,1,1,163,153,60,73,169,10,0,96,75,0,2088,9,AI0232_T09,1.53,1.69,0.75,1.63,0.73,0.96,,female,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 2,origin zone code 1,destination zone code 2,survey stratum 1
3,1,1,233,AI0233,AI0233,830,S1_TPL012,3,1,1,3,1,3,1,3,0,25,17,1,1,1,104,70,120,54,89,20,0,104,45,0,2089,1,AI0233_T01,0.7,0.89,0.45,1.04,0.54,1.04,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 3,origin zone code 25,destination zone code 17,survey stratum 1
3,1,1,233,AI0233,AI0233,830,S1_TPL012,3,1,1,3,1,3,1,3,0,25,17,1,1,1,94,70,30,49,81,10,0,104,58,0,2090,2,AI0233_T02,0.7,0.81,0.58,0.94,0.49,1.04,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 3,origin zone code 25,destination zone code 17,survey stratum 1
3,1,1,233,AI0233,AI0233,830,S1_TPL012,3,1,1,3,1,3,1,3,0,25,17,1,1,1,125,70,60,59,105,30,0,104,36,0,2091,3,AI0233_T03,0.7,1.05,0.36,1.25,0.59,1.04,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 3,origin zone code 25,destination zone code 17,survey stratum 1
3,1,1,233,AI0233,AI0233,830,S1_TPL012,3,1,1,3,1,3,1,3,0,25,17,1,1,1,94,58,30,54,89,20,0,64,36,0,2092,4,AI0233_T04,0.58,0.89,0.36,0.94,0.54,0.64,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 3,origin zone code 25,destination zone code 17,survey stratum 1
3,1,1,233,AI0233,AI0233,830,S1_TPL012,3,1,1,3,1,3,1,3,0,25,17,1,1,1,125,52,60,54,65,20,0,80,58,0,2093,5,AI0233_T05,0.52,0.65,0.58,1.25,0.54,0.8,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 3,origin zone code 25,destination zone code 17,survey stratum 1
3,1,1,233,AI0233,AI0233,830,S1_TPL012,3,1,1,3,1,3,1,3,0,25,17,1,1,1,104,52,120,49,81,10,0,80,36,0,2094,6,AI0233_T06,0.52,0.81,0.36,1.04,0.49,0.8,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 3,origin zone code 25,destination zone code 17,survey stratum 1
3,1,1,233,AI0233,AI0233,830,S1_TPL012,3,1,1,3,1,3,1,3,0,25,17,1,1,1,94,70,120,59,105,10,0,64,45,0,2095,7,AI0233_T07,0.7,1.05,0.45,0.94,0.59,0.64,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 3,origin zone code 25,destination zone code 17,survey stratum 1
3,1,1,233,AI0233,AI0233,830,S1_TPL012,3,1,1,3,1,3,1,3,0,25,17,1,1,1,94,52,30,59,73,30,0,80,45,0,2096,8,AI0233_T08,0.52,0.73,0.45,0.94,0.59,0.8,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 3,origin zone code 25,destination zone code 17,survey stratum 1
3,1,1,233,AI0233,AI0233,830,S1_TPL012,3,1,1,3,1,3,1,3,0,25,17,1,1,1,125,58,60,49,73,10,0,64,45,0,2097,9,AI0233_T09,0.58,0.73,0.45,1.25,0.49,0.64,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,luggage code 1,purpose code 3,first class,ticket category code 1,payer code 3,origin zone code 25,destination zone code 17,survey stratum 1
3,1,1,234,AI0234,AI0234,443,S1_TPL018,1,0,1,1,0,2,1,1,0,22,17,1,1,1,107,25,30,37,30,10,0,70,32,0,2098,1,AI0234_T01,0.25,0.3,0.32,1.07,0.37,0.7,,male,age code 2,income code 1,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 17,survey stratum 1
3,1,1,234,AI0234,AI0234,443,S1_TPL018,1,0,1,1,0,2,1,1,0,22,17,1,1,1,107,25,120,34,36,10,0,91,52,0,2099,2,AI0234_T02,0.25,0.36,0.52,1.07,0.34,0.91,,male,age code 2,income code 1,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 17,survey stratum 1
3,1,1,234,AI0234,AI0234,443,S1_TPL018,1,0,1,1,0,2,1,1,0,22,17,1,1,1,107,22,30,31,33,20,0,91,40,0,2100,3,AI0234_T03,0.22,0.33,0.4,1.07,0.31,0.91,,male,age code 2,income code 1,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 17,survey stratum 1
3,1,1,234,AI0234,AI0234,443,S1_TPL018,1,0,1,1,0,2,1,1,0,22,17,1,1,1,80,22,60,31,33,30,0,56,52,0,2101,4,AI0234_T04,0.22,0.33,0.52,0.8,0.31,0.56,,male,age code 2,income code 1,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 17,survey stratum 1
3,1,1,234,AI0234,AI0234,443,S1_TPL018,1,0,1,1,0,2,1,1,0,22,17,1,1,1,89,25,30,31,33,30,0,91,32,0,2102,5,AI0234_T05,0.25,0.33,0.32,0.89,0.31,0.91,,male,age code 2,income code 1,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 17,survey stratum 1
3,1,1,234,AI0234,AI0234,443,S1_TPL018,1,0,1,1,0,2,1,1,0,22,17,1,1,1,89,22,30,34,26,10,0,56,40,0,2103,6,AI0234_T06,0.22,0.26,0.4,0.89,0.34,0.56,,male,age code 2,income code 1,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 17,survey stratum 1
3,1,1,234,AI0234,AI0234,443,S1_TPL018,1,0,1,1,0,2,1,1,0,22,17,1,1,1,89,30,60,31,36,20,0,56,32,0,2104,7,AI0234_T07,0.3,0.36,0.32,0.89,0.31,0.56,,male,age code 2,income code 1,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 17,survey stratum 1
3,1,1,234,AI0234,AI0234,443,S1_TPL018,1,0,1,1,0,2,1,1,0,22,17,1,1,1,107,30,30,34,36,30,0,56,52,0,2105,8,AI0234_T08,0.3,0.36,0.52,1.07,0.34,0.56,,male,age code 2,income code 1,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 17,survey stratum 1
3,1,1,234,AI0234,AI0234,443,S1_TPL018,1,0,1,1,0,2,1,1,0,22,17,1,1,1,89,25,60,34,36,30,0,70,40,0,2106,9,AI0234_T09,0.25,0.36,0.4,0.89,0.34,0.7,,male,age code 2,income code 1,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 17,survey stratum 1
3,1,1,235,AI0235,AI0235,488,S1_TPL007,1,1,1,2,0,3,1,3,0,22,2,1,1,1,232,110,120,124,120,20,0,221,155,0,2107,1,AI0235_T01,1.1,1.2,1.55,2.32,1.24,2.21,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,first class,ticket category code 1,payer code 2,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,235,AI0235,AI0235,488,S1_TPL007,1,1,1,2,0,3,1,3,0,22,2,1,1,1,209,110,30,112,109,10,0,221,202,0,2108,2,AI0235_T02,1.1,1.09,2.02,2.09,1.12,2.21,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,first class,ticket category code 1,payer code 2,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,235,AI0235,AI0235,488,S1_TPL007,1,1,1,2,0,3,1,3,0,22,2,1,1,1,278,110,60,136,142,30,0,221,124,0,2109,3,AI0235_T03,1.1,1.42,1.24,2.78,1.36,2.21,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,first class,ticket category code 1,payer code 2,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,235,AI0235,AI0235,488,S1_TPL007,1,1,1,2,0,3,1,3,0,22,2,1,1,1,209,92,30,124,120,20,0,136,124,0,2110,4,AI0235_T04,0.92,1.2,1.24,2.09,1.24,1.36,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,first class,ticket category code 1,payer code 2,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,235,AI0235,AI0235,488,S1_TPL007,1,1,1,2,0,3,1,3,0,22,2,1,1,1,278,83,60,124,87,20,0,170,202,0,2111,5,AI0235_T05,0.83,0.87,2.02,2.78,1.24,1.7,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,first class,ticket category code 1,payer code 2,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,235,AI0235,AI0235,488,S1_TPL007,1,1,1,2,0,3,1,3,0,22,2,1,1,1,232,83,120,112,109,10,0,170,124,0,2112,6,AI0235_T06,0.83,1.09,1.24,2.32,1.12,1.7,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,first class,ticket category code 1,payer code 2,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,235,AI0235,AI0235,488,S1_TPL007,1,1,1,2,0,3,1,3,0,22,2,1,1,1,209,110,120,136,142,10,0,136,155,0,2113,7,AI0235_T07,1.1,1.42,1.55,2.09,1.36,1.36,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,first class,ticket category code 1,payer code 2,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,235,AI0235,AI0235,488,S1_TPL007,1,1,1,2,0,3,1,3,0,22,2,1,1,1,209,83,30,136,98,30,0,170,155,0,2114,8,AI0235_T08,0.83,0.98,1.55,2.09,1.36,1.7,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,first class,ticket category code 1,payer code 2,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,235,AI0235,AI0235,488,S1_TPL007,1,1,1,2,0,3,1,3,0,22,2,1,1,1,278,92,60,112,109,10,0,136,155,0,2115,9,AI0235_T09,0.92,1.09,1.55,2.78,1.12,1.36,,male,age code 3,income code 3,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,first class,ticket category code 1,payer code 2,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,236,AI0236,AI0236,605,S1_TPL024,3,0,3,1,0,2,1,2,0,2,1,1,1,1,209,101,120,55,114,30,0,140,95,0,2116,1,AI0236_T01,1.01,1.14,0.95,2.09,0.55,1.4,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 3,second class,ticket category code 3,payer code 1,origin zone code 2,destination zone code 1,survey stratum 1
3,1,1,236,AI0236,AI0236,605,S1_TPL024,3,0,3,1,0,2,1,2,0,2,1,1,1,1,157,76,120,61,94,30,0,182,76,0,2117,2,AI0236_T02,0.76,0.94,0.76,1.57,0.61,1.82,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 3,second class,ticket category code 3,payer code 1,origin zone code 2,destination zone code 1,survey stratum 1
3,1,1,236,AI0236,AI0236,605,S1_TPL024,3,0,3,1,0,2,1,2,0,2,1,1,1,1,209,76,120,67,94,20,0,112,76,0,2118,3,AI0236_T03,0.76,0.94,0.76,2.09,0.67,1.12,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 3,second class,ticket category code 3,payer code 1,origin zone code 2,destination zone code 1,survey stratum 1
3,1,1,236,AI0236,AI0236,605,S1_TPL024,3,0,3,1,0,2,1,2,0,2,1,1,1,1,174,76,60,67,94,10,0,182,124,0,2119,4,AI0236_T04,0.76,0.94,1.24,1.74,0.67,1.82,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 3,second class,ticket category code 3,payer code 1,origin zone code 2,destination zone code 1,survey stratum 1
3,1,1,236,AI0236,AI0236,605,S1_TPL024,3,0,3,1,0,2,1,2,0,2,1,1,1,1,174,84,120,67,94,30,0,112,124,0,2120,5,AI0236_T05,0.84,0.94,1.24,1.74,0.67,1.12,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 3,second class,ticket category code 3,payer code 1,origin zone code 2,destination zone code 1,survey stratum 1
3,1,1,236,AI0236,AI0236,605,S1_TPL024,3,0,3,1,0,2,1,2,0,2,1,1,1,1,157,84,60,67,94,20,0,182,95,0,2121,6,AI0236_T06,0.84,0.94,0.95,1.57,0.67,1.82,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 3,second class,ticket category code 3,payer code 1,origin zone code 2,destination zone code 1,survey stratum 1
3,1,1,236,AI0236,AI0236,605,S1_TPL024,3,0,3,1,0,2,1,2,0,2,1,1,1,1,157,101,60,61,114,10,0,140,76,0,2122,7,AI0236_T07,1.01,1.14,0.76,1.57,0.61,1.4,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 3,second class,ticket category code 3,payer code 1,origin zone code 2,destination zone code 1,survey stratum 1
3,1,1,236,AI0236,AI0236,605,S1_TPL024,3,0,3,1,0,2,1,2,0,2,1,1,1,1,157,84,120,55,104,20,0,140,124,0,2123,8,AI0236_T08,0.84,1.04,1.24,1.57,0.55,1.4,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 3,second class,ticket category code 3,payer code 1,origin zone code 2,destination zone code 1,survey stratum 1
3,1,1,236,AI0236,AI0236,605,S1_TPL024,3,0,3,1,0,2,1,2,0,2,1,1,1,1,174,101,30,67,135,20,0,140,124,0,2124,9,AI0236_T09,1.01,1.35,1.24,1.74,0.67,1.4,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 3,second class,ticket category code 3,payer code 1,origin zone code 2,destination zone code 1,survey stratum 1
3,1,1,237,AI0237,AI0237,444,S1_TPL004,1,0,1,1,0,2,1,2,0,22,2,1,1,1,200,23,120,71,28,20,0,247,115,0,2125,1,AI0237_T01,0.23,0.28,1.15,2.0,0.71,2.47,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,237,AI0237,AI0237,444,S1_TPL004,1,0,1,1,0,2,1,2,0,22,2,1,1,1,180,23,30,64,25,10,0,247,150,0,2126,2,AI0237_T02,0.23,0.25,1.5,1.8,0.64,2.47,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,237,AI0237,AI0237,444,S1_TPL004,1,0,1,1,0,2,1,2,0,22,2,1,1,1,240,23,60,78,30,30,0,247,92,0,2127,3,AI0237_T03,0.23,0.3,0.92,2.4,0.78,2.47,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,237,AI0237,AI0237,444,S1_TPL004,1,0,1,1,0,2,1,2,0,22,2,1,1,1,180,19,30,71,28,20,0,152,92,0,2128,4,AI0237_T04,0.19,0.28,0.92,1.8,0.71,1.52,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,237,AI0237,AI0237,444,S1_TPL004,1,0,1,1,0,2,1,2,0,22,2,1,1,1,240,17,60,71,20,20,0,190,150,0,2129,5,AI0237_T05,0.17,0.2,1.5,2.4,0.71,1.9,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,237,AI0237,AI0237,444,S1_TPL004,1,0,1,1,0,2,1,2,0,22,2,1,1,1,200,17,120,64,25,10,0,190,92,0,2130,6,AI0237_T06,0.17,0.25,0.92,2.0,0.64,1.9,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,237,AI0237,AI0237,444,S1_TPL004,1,0,1,1,0,2,1,2,0,22,2,1,1,1,180,23,120,78,30,10,0,152,115,0,2131,7,AI0237_T07,0.23,0.3,1.15,1.8,0.78,1.52,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,237,AI0237,AI0237,444,S1_TPL004,1,0,1,1,0,2,1,2,0,22,2,1,1,1,180,17,30,78,22,30,0,190,115,0,2132,8,AI0237_T08,0.17,0.22,1.15,1.8,0.78,1.9,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 2,survey stratum 1
3,1,1,237,AI0237,AI0237,444,S1_TPL004,1,0,1,1,0,2,1,2,0,22,2,1,1,1,240,19,60,64,22,10,0,152,115,0,2133,9,AI0237_T09,0.19,0.22,1.15,2.4,0.64,1.52,,male,age code 2,income code 2,does not have a GA travelcard,car is available for this trip,no luggage,purpose code 1,second class,ticket category code 1,payer code 1,origin zone code 22,destination zone code 2,survey stratum 1
2,0,1,238,AI0238,AI0238,386,S0_TPL106,3,1,7,1,1,5,0,1,1,17,2,1,0,1,73,0,120,33,0,30,1,0,0,0,2134,1,AI0238_T01,0.0,0.0,0.0,0.73,0.33,0.0,,female,age code 5,income code 1,has a GA travelcard,car is not available for this trip,luggage code 1,purpose code 3,first class,ticket category code 7,payer code 1,origin zone code 17,destination zone code 2,survey stratum 0
2,0,1,238,AI0238,AI0238,386,S0_TPL106,3,1,7,1,1,5,0,1,1,17,2,1,0,1,55,0,120,37,0,30,0,0,0,0,2135,2,AI0238_T02,0.0,0.0,0.0,0.55,0.37,0.0,,female,age code 5,income code 1,has a GA travelcard,car is not available for this trip,luggage code 1,purpose code 3,first class,ticket category code 7,payer code 1,origin zone code 17,destination zone code 2,survey stratum 0
2,0,1,238,AI0238,AI0238,386,S0_TPL106,3,1,7,1,1,5,0,1,1,17,2,1,0,1,73,0,120,41,0,20,1,0,0,0,2136,3,AI0238_T03,0.0,0.0,0.0,0.73,0.41,0.0,,female,age code 5,income code 1,has a GA travelcard,car is not available for this trip,luggage code 1,purpose code 3,first class,ticket category code 7,payer code 1,origin zone code 17,destination zone code 2,survey stratum 0
2,0,1,238,AI0238,AI0238,386,S0_TPL106,3,1,7,1,1,5,0,1,1,17,2,1,0,1,61,0,60,41,0,10,0,0,0,0,2137,4,AI0238_T04,0.0,0.0,0.0,0.61,0.41,0.0,,female,age code 5,income code 1,has a GA travelcard,car is not available for this trip,luggage code 1,purpose code 3,first class,ticket category code 7,payer code 1,origin zone code 17,destination zone code 2,survey stratum 0
2,0,1,238,AI0238,AI0238,386,S0_TPL106,3,1,7,1,1,5,0,1,1,17,2,1,0,1,61,0,120,41,0,30,0,0,0,0,2138,5,AI0238_T05,0.0,0.0,0.0,0.61,0.41,0.0,,female,age code 5,income code 1,has a GA travelcard,car is not available for this trip,luggage code 1,purpose code 3,first class,ticket category code 7,payer code 1,origin zone code 17,destination zone code 2,survey stratum 0
2,0,1,238,AI0238,AI0238,386,S0_TPL106,3,1,7,1,1,5,0,1,1,17,2,1,0,1,55,0,60,41,0,20,1,0,0,0,2139,6,AI0238_T06,0.0,0.0,0.0,0.55,0.41,0.0,,female,age code 5,income code 1,has a GA travelcard,car is not available for this trip,luggage code 1,purpose code 3,first class,ticket category code 7,payer code 1,origin zone code 17,destination zone code 2,survey stratum 0
2,0,1,238,AI0238,AI0238,386,S0_TPL106,3,1,7,1,1,5,0,1,1,17,2,1,0,1,55,0,60,37,0,10,1,0,0,0,2140,7,AI0238_T07,0.0,0.0,0.0,0.55,0.37,0.0,,female,age code 5,income code 1,has a GA travelcard,car is not available for this trip,luggage code 1,purpose code 3,first class,ticket category code 7,payer code 1,origin zone code 17,destination zone code 2,survey stratum 0
