model_key,block_template_id,pair_id,manipulation_type,anchor_task_index,intervention_gap_tv,randomness_envelope,excess_intervention_gap,anchor_modal_choice,twin_modal_choice
gemma4_31b_awq,GMT0049,PARA_1,paraphrase,1,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0049,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0050,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0050,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0050,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0050,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0050,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0050,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0051,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0051,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0051,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0051,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0051,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0051,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0052,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0052,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0052,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0052,ORDER_2,order_randomization,6,0.0,0.0,0.0,2,2
gemma4_31b_awq,GMT0052,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0052,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0053,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0053,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0053,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0053,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0053,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0053,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0054,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0054,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0054,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0054,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0054,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0054,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0055,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0055,LABEL_2,label_mask,4,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0055,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0055,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0055,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0055,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0056,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0056,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0056,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0056,ORDER_2,order_randomization,6,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0056,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0056,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0057,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0057,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0057,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0057,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0057,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0057,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0058,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0058,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0058,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0058,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0058,PARA_1,paraphrase,1,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0058,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0059,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0059,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0059,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0059,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0059,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0059,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0060,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0060,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0060,ORDER_1,order_randomization,5,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0060,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0060,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0060,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0061,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0061,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0061,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0061,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0061,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0061,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0062,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0062,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0062,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0062,ORDER_2,order_randomization,6,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0062,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0062,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0063,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0063,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0063,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0063,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0063,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0063,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0064,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0064,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0064,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0064,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0064,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0064,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0065,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0065,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0065,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0065,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0065,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0065,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0066,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0066,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0066,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0066,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0066,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0066,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0067,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0067,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0067,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0067,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0067,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0067,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0068,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0068,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0068,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0068,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0068,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0068,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0069,LABEL_1,label_mask,3,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0069,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0069,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0069,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0069,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0069,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0070,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0070,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0070,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0070,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0070,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0070,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0071,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0071,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0071,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0071,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0071,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0071,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0072,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0072,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0072,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0072,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0072,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0072,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0073,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0073,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0073,ORDER_1,order_randomization,5,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0073,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0073,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0073,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0074,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0074,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0074,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0074,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0074,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0074,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0075,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0075,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0075,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0075,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0075,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0075,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0076,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0076,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0076,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0076,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0076,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0076,PARA_2,paraphrase,2,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0077,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0077,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0077,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0077,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0077,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0077,PARA_2,paraphrase,2,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0078,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0078,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0078,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0078,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0078,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0078,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0079,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0079,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0079,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0079,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0079,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0079,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0080,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0080,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0080,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0080,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0080,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0080,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0081,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0081,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0081,ORDER_1,order_randomization,5,0.0,0.0,0.0,2,2
gemma4_31b_awq,GMT0081,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0081,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0081,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0082,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0082,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0082,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0082,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0082,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0082,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0083,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0083,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0083,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0083,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0083,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0083,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0084,LABEL_1,label_mask,3,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0084,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0084,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0084,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0084,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0084,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0085,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0085,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0085,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0085,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0085,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0085,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0086,LABEL_1,label_mask,3,0.0,0.0,0.0,2,2
gemma4_31b_awq,GMT0086,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0086,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0086,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0086,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0086,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0087,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0087,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0087,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0087,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0087,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0087,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0088,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0088,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0088,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0088,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0088,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0088,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0089,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0089,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0089,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0089,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0089,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0089,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0090,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0090,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0090,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0090,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0090,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0090,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0091,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0091,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0091,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0091,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0091,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0091,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0092,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0092,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0092,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0092,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0092,PARA_1,paraphrase,1,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0092,PARA_2,paraphrase,2,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0093,LABEL_1,label_mask,3,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0093,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0093,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0093,ORDER_2,order_randomization,6,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0093,PARA_1,paraphrase,1,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0093,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0094,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0094,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0094,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0094,ORDER_2,order_randomization,6,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0094,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0094,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0095,LABEL_1,label_mask,3,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0095,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0095,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0095,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0095,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0095,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0096,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0096,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0096,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0096,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0096,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0096,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0097,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0097,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0097,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0097,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0097,PARA_1,paraphrase,1,0.0,0.0,0.0,2,2
gemma4_31b_awq,GMT0097,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0098,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0098,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0098,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0098,ORDER_2,order_randomization,6,0.0,0.0,0.0,0,0
